Year,Month,Entity ID,Entity Name,Plant Producer Type,Plant Name,Plant State,Plant ID,Generator ID,"
Net Summer Capacity (MW)",Technology,Energy Source Code,Prime Mover Code
2016,5,40229,Old Dominion Electric Coop,Electric Utility,Monterey Diesel Generation Facility,VA,59614,MDG5,0.6,Petroleum Liquids,DFO,IC
2016,5,40229,Old Dominion Electric Coop,Electric Utility,Monterey Diesel Generation Facility,VA,59614,MDG6,0.6,Petroleum Liquids,DFO,IC
2016,5,40229,Old Dominion Electric Coop,Electric Utility,Monterey Diesel Generation Facility,VA,59614,MDG7,0.6,Petroleum Liquids,DFO,IC
2016,5,40229,Old Dominion Electric Coop,Electric Utility,Monterey Diesel Generation Facility,VA,59614,MDG8,0.6,Petroleum Liquids,DFO,IC
2016,5,40229,Old Dominion Electric Coop,Electric Utility,Monterey Diesel Generation Facility,VA,59614,MDG9,0.6,Petroleum Liquids,DFO,IC
2016,5,59766,"SR Jenkins, LLC",IPP,SR Jenkins Ft Lupton,CO,60023,FTLUP,13,Solar Photovoltaic,SUN,PV
2016,5,58544,Sierra Nevada Brewing Co,Industrial,Sierra Nevada Brewing Co,CA,58585,COGN,1.7,Natural Gas Fired Combustion Turbine,NG,GT
2016,5,59363,"Silver State Solar Power South, LLC",IPP,Silver State Solar Power South,NV,58644,BLK7,35,Solar Photovoltaic,SUN,PV
2016,5,59698,"Sky Global Power One Pledgor, LLC",IPP,Sky Global Power One,TX,59938,UNIT1,8.3,Natural Gas Internal Combustion Engine,NG,IC
2016,5,59698,"Sky Global Power One Pledgor, LLC",IPP,Sky Global Power One,TX,59938,UNIT2,8.3,Natural Gas Internal Combustion Engine,NG,IC
2016,5,59698,"Sky Global Power One Pledgor, LLC",IPP,Sky Global Power One,TX,59938,UNIT3,8.3,Natural Gas Internal Combustion Engine,NG,IC
2016,5,59698,"Sky Global Power One Pledgor, LLC",IPP,Sky Global Power One,TX,59938,UNIT4,8.3,Natural Gas Internal Combustion Engine,NG,IC
2016,5,59698,"Sky Global Power One Pledgor, LLC",IPP,Sky Global Power One,TX,59938,UNIT5,8.3,Natural Gas Internal Combustion Engine,NG,IC
2016,5,59698,"Sky Global Power One Pledgor, LLC",IPP,Sky Global Power One,TX,59938,UNIT6,8.3,Natural Gas Internal Combustion Engine,NG,IC
2016,5,60117,SunShare,IPP,"Jeffco Community Solar Gardens, LLC",CO,60320,SSCO1,1.2,Solar Photovoltaic,SUN,PV
2016,5,58661,"Sustainable Power Group, LLC",IPP,Central Antelope Dry Ranch C,CA,59963,CADRC,20,Solar Photovoltaic,SUN,PV
2016,5,59570,"TWE Kelford Solar Project, LLC",IPP,Kelford,NC,59796,FLS1,4.7,Solar Photovoltaic,SUN,PV
2016,5,40575,Utah Associated Mun Power Sys,Electric Utility,Veyo Heat Recovery Project,UT,60421,WHR1,8.4,All Other,WH,ST
2016,5,60067,Westside Assets LLC,IPP,Westside Solar Power PV1,CA,60275,WSPV1,2,Solar Photovoltaic,SUN,PV
2016,6,221,"Alaska Village Elec Coop, Inc",Electric Utility,Hooper Bay,AK,6319,5A,0.8,Petroleum Liquids,DFO,IC
2016,6,40577,"American Mun Power-Ohio, Inc",Electric Utility,Cannelton Hydroelectric Plant,KY,57399,CG3,29.3,Conventional Hydroelectric,WAT,HY
2016,6,58685,Beaver Dam Energy LLC,IPP,Beaver Dam,PA,58811,GEN1,4.2,Natural Gas Internal Combustion Engine,NG,IC
2016,6,58685,Beaver Dam Energy LLC,IPP,Beaver Dam,PA,58811,GEN2,4.2,Natural Gas Internal Combustion Engine,NG,IC
2016,6,58685,Beaver Dam Energy LLC,IPP,Beaver Dam,PA,58811,GEN3,4.2,Natural Gas Internal Combustion Engine,NG,IC
2016,6,58685,Beaver Dam Energy LLC,IPP,Beaver Dam,PA,58811,GEN4,4.2,Natural Gas Internal Combustion Engine,NG,IC
2016,6,58685,Beaver Dam Energy LLC,IPP,Beaver Dam,PA,58811,GEN5,4.2,Natural Gas Internal Combustion Engine,NG,IC
2016,6,58695,Coronal Development Services,IPP,Holdrege Solar Center,NE,59713,HDSC,4,Solar Photovoltaic,SUN,PV
2016,6,59263,"Fresh Air Energy XVIII, LLC",IPP,Meadows PV 1,NC,59513,MEAD1,20,Solar Photovoltaic,SUN,PV
2016,6,59776,"Frontier Solar, LLC",IPP,Frontier Solar LLC,CA,60039,FTRS,20,Solar Photovoltaic,SUN,PV
2016,6,9273,Indianapolis Power & Light Co,Electric Utility,Harding Street,IN,990,BAT1,20,Batteries,MWH,BA
2016,6,49893,Invenergy Services LLC,IPP,Gunsight Mountain Wind Energy LLC,TX,56776,1,120,Onshore Wind Turbine,WND,WT
2016,6,56211,KCP&L Greater Missouri Operations Co,Electric Utility,Greenwood (MO),MO,6074,5,3,Solar Photovoltaic,SUN,PV
2016,6,26253,Louisiana Energy & Power Authority,Electric Utility,LEPA Unit No. 1,LA,58478,LEPA1,59,Natural Gas Fired Combined Cycle,NG,CC
2016,6,58451,"McCoy Solar, LLC",IPP,McCoy Solar Energy Project,CA,58462,BLK3,39.6,Solar Photovoltaic,SUN,PV
2016,6,12397,Metropolitan Water District of S CA,Electric Utility,Weymouth Solar Plant,CA,60255,1,2,Solar Photovoltaic,SUN,PV
2016,6,12397,Metropolitan Water District of S CA,Electric Utility,Weymouth Solar Plant,CA,60255,2,1,Solar Photovoltaic,SUN,PV
2016,6,58417,Panda Liberty O&M LLC,IPP,Panda Liberty Generation Plant,PA,58420,GEN1,376,Natural Gas Fired Combined Cycle,NG,CS
2016,6,16179,Rochelle Municipal Utilities,Electric Utility,South Main Street,IL,961,16,1.8,Petroleum Liquids,DFO,IC
2016,6,16179,Rochelle Municipal Utilities,Electric Utility,South Main Street,IL,961,17,1.8,Petroleum Liquids,DFO,IC
2016,6,16179,Rochelle Municipal Utilities,Electric Utility,South Main Street,IL,961,18,1.8,Petroleum Liquids,DFO,IC
2016,6,59404,Seaboard Solar LLC,IPP,Seaboard Solar LLC,NC,59643,5MWPV,5,Solar Photovoltaic,SUN,PV
2016,6,59363,"Silver State Solar Power South, LLC",IPP,Silver State Solar Power South,NV,58644,BLK8,16.2,Solar Photovoltaic,SUN,PV
2016,6,60206,"Solar Star California XL, LLC",IPP,RCWD PV Project,CA,60426,RCWD,1.9,Solar Photovoltaic,SUN,PV
2016,6,59837,"South Plains Wind Energy II, LLC",IPP,South Plains II,TX,60087,SPII,300,Onshore Wind Turbine,WND,WT
2016,6,17650,Southern Power Co,IPP,Stateline Solar,CA,58646,STL6,37.9,Solar Photovoltaic,SUN,PV
2016,6,58661,"Sustainable Power Group, LLC",IPP,Leavenworth Greenworks LLC,NY,59276,LEAVG,9.5,Solar Photovoltaic,SUN,PV
2016,6,58661,"Sustainable Power Group, LLC",IPP,SEPV Mojave West,CA,59740,SPVMW,20,Solar Photovoltaic,SUN,PV
2016,6,59328,"Tart Farm, LLC",IPP,Tart Farm,NC,59583,PV1,5,Solar Photovoltaic,SUN,PV
2016,6,18642,Tennessee Valley Authority,Electric Utility,Watts Bar Nuclear Plant,TN,7722,2,1122,Nuclear,NUC,ST
2016,6,20910,Wolverine Power Supply Coop,Electric Utility,Alpine Power Plant,MI,59926,AI1,202.6,Natural Gas Fired Combustion Turbine,NG,GT
2016,7,59273,"62SK 8me, LLC",IPP,Springbok Solar Farm 1,CA,59532,SB1,100,Solar Photovoltaic,SUN,PV
2016,7,59050,Algonquin Power Co,IPP,Odell Wind Farm,MN,58657,1,200,Onshore Wind Turbine,WND,WT
2016,7,59843,"Blythe Solar II, LLC",IPP,"Blythe Solar II, LLC",CA,60092,BLCK4,33.2,Solar Photovoltaic,SUN,PV
2016,7,60204,"CB Bladen Solar, LLC",IPP,"CB Bladen Solar, LLC",NC,60402,CBPV,5.2,Solar Photovoltaic,SUN,PV
2016,7,57044,"Constellation Solar New Jersey, LLC",IPP,NHA at Mansfield NJ,NJ,60378,PV1,5,Solar Photovoltaic,SUN,PV
2016,7,58468,Dominion Renewable Energy,IPP,"Enterprise Solar, LLC",UT,59386,ENTS1,80,Solar Photovoltaic,SUN,PV
2016,7,59765,Eight Flags Energy LLC,Electric CHP,Eight Flags Energy,FL,60025,1,19.8,Natural Gas Fired Combustion Turbine,NG,GT
2016,7,59939,"Floyd Solar, LLC",IPP,"Floyd Solar, LLC",NC,60147,FLS1,6.5,Solar Photovoltaic,SUN,PV
2016,7,11208,Los Angeles Department of Water & Power,Electric Utility,Scattergood,CA,404,4,214.4,Natural Gas Fired Combined Cycle,NG,CT
2016,7,11208,Los Angeles Department of Water & Power,Electric Utility,Scattergood,CA,404,5,107.2,Natural Gas Fired Combined Cycle,NG,CA
2016,7,11208,Los Angeles Department of Water & Power,Electric Utility,Scattergood,CA,404,6,105.8,Natural Gas Fired Combustion Turbine,NG,GT
2016,7,11208,Los Angeles Department of Water & Power,Electric Utility,Scattergood,CA,404,7,105.8,Natural Gas Fired Combustion Turbine,NG,GT
2016,7,59120,"Los Vientos Windpower IV, LLC",IPP,Los Vientos Windpower IV,TX,59321,GEN1,200,Onshore Wind Turbine,WND,WT
2016,7,12869,Monterey Regional Waste Mgmt,Commercial,Marina Landfill Gas,CA,10748,U4J16,1.2,Landfill Gas,LFG,IC
2016,7,60145,NRG Solar Las Vegas MB 2,IPP,"NRG Solar Las Vegas MB 2, LLC",NV,60350,LVMB2,1.5,Solar Photovoltaic,SUN,PV
2016,7,14624,PUD No 2 of Grant County,Electric Utility,Wanapum,WA,3888,6A,122,Conventional Hydroelectric,WAT,HY
2016,7,58417,Panda Liberty O&M LLC,IPP,Panda Liberty Generation Plant,PA,58420,GEN2,382.5,Natural Gas Fired Combined Cycle,NG,CS
2016,7,58421,Panda Patriot O&M LLC,IPP,Panda Patriot Generation Plant,PA,58426,GEN1,382.5,Natural Gas Fired Combined Cycle,NG,CS
2016,7,58421,Panda Patriot O&M LLC,IPP,Panda Patriot Generation Plant,PA,58426,GEN2,382.5,Natural Gas Fired Combined Cycle,NG,CS
2016,7,59016,Passadumkeag Windpark LLC,IPP,Passadumkeag Windpark LLC,ME,59222,Q357,39.9,Onshore Wind Turbine,WND,WT
2016,7,15248,Portland General Electric Co,Electric Utility,Carty Generating Station,OR,58503,GEN1,300,Natural Gas Fired Combined Cycle,NG,CT
2016,7,15248,Portland General Electric Co,Electric Utility,Carty Generating Station,OR,58503,GEN2,200,Natural Gas Fired Combined Cycle,NG,CA
2016,7,60068,Red Horse III,IPP,Red Horse III,AZ,60285,RH3,30,Solar Photovoltaic,SUN,PV
2016,7,57313,SolarCity Corporation,IPP,Chesapeake College,MD,60465,PV1,1.5,Solar Photovoltaic,SUN,PV
2016,7,57313,SolarCity Corporation,IPP,Jackson Board of Education-Liberty HS,NJ,60113,PV1,1.2,Solar Photovoltaic,SUN,PV
2016,7,57313,SolarCity Corporation,IPP,Oregon Convention Center,OR,60112,PV1,1.4,Solar Photovoltaic,SUN,PV
2016,7,17650,Southern Power Co,IPP,RE Tranquillity,CA,59939,TQ,205.3,Solar Photovoltaic,SUN,PV
2016,7,17650,Southern Power Co,IPP,Stateline Solar,CA,58646,STL7,37.9,Solar Photovoltaic,SUN,PV
2016,7,18125,Stillwater Utilities Authority,Electric Utility,Stillwater Energy Center,OK,59647,1,18.6,Natural Gas Internal Combustion Engine,NG,IC
2016,7,18125,Stillwater Utilities Authority,Electric Utility,Stillwater Energy Center,OK,59647,2,18.6,Natural Gas Internal Combustion Engine,NG,IC
2016,7,18125,Stillwater Utilities Authority,Electric Utility,Stillwater Energy Center,OK,59647,3,18.6,Natural Gas Internal Combustion Engine,NG,IC
2016,7,58661,"Sustainable Power Group, LLC",IPP,Summer Solar LLC,CA,60280,SUMSL,20,Solar Photovoltaic,SUN,PV
2016,7,59598,Tooele Army Depot,IPP,Tooele Wind Turbine,UT,59817,GEN03,1.7,Onshore Wind Turbine,WND,WT
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV-1,0.5,Solar Photovoltaic,SUN,PV
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV-2,0.5,Solar Photovoltaic,SUN,PV
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV-3,0.5,Solar Photovoltaic,SUN,PV
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV-4,0.5,Solar Photovoltaic,SUN,PV
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV-5,0.5,Solar Photovoltaic,SUN,PV
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV-6,0.5,Solar Photovoltaic,SUN,PV
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV-7,0.5,Solar Photovoltaic,SUN,PV
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV-8,0.5,Solar Photovoltaic,SUN,PV
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV-9,0.5,Solar Photovoltaic,SUN,PV
2016,7,58600,Waihonu North LLC,IPP,Waihonu North Solar,HI,58655,INV10,0.5,Solar Photovoltaic,SUN,PV
2016,7,58601,Waihonu South LLC,IPP,Honbushin Solar Blessings Park,HI,58656,INV-1,0.5,Solar Photovoltaic,SUN,PV
2016,7,58601,Waihonu South LLC,IPP,Honbushin Solar Blessings Park,HI,58656,INV-2,0.5,Solar Photovoltaic,SUN,PV
2016,7,58601,Waihonu South LLC,IPP,Honbushin Solar Blessings Park,HI,58656,INV-3,0.5,Solar Photovoltaic,SUN,PV
2016,7,60237,"Whitakers Farm, LLC",IPP,Whitakers Farm (Fisher Rd),NC,60438,1,3.4,Solar Photovoltaic,SUN,PV
2016,7,59831,"White Oak Solar, LLC",IPP,"White Oak Solar, LLC",GA,60082,WHTOK,76.5,Solar Photovoltaic,SUN,PV
2016,7,59803,"White Pine Solar, LLC",IPP,"White Pine Solar, LLC",GA,60064,WHTPN,101.2,Solar Photovoltaic,SUN,PV
2016,7,60234,"Williamston West Farm, LLC",IPP,"Williamston West Farm, LLC",NC,60484,1,4.9,Solar Photovoltaic,SUN,PV
2016,7,20847,Wisconsin Electric Power Co,Electric Utility,Twin Falls (WI),WI,59836,11,4.6,Conventional Hydroelectric,WAT,HY
2016,7,20847,Wisconsin Electric Power Co,Electric Utility,Twin Falls (WI),WI,59836,12,4.6,Conventional Hydroelectric,WAT,HY
2016,7,20910,Wolverine Power Supply Coop,Electric Utility,Alpine Power Plant,MI,59926,AI2,202.6,Natural Gas Fired Combustion Turbine,NG,GT
2016,8,60281,"Altus Power America Management, LLC",IPP,Shirley Water,MA,60498,1,2,Solar Photovoltaic,SUN,PV
2016,8,59843,"Blythe Solar II, LLC",IPP,"Blythe Solar II, LLC",CA,60092,BLCK5,33.9,Solar Photovoltaic,SUN,PV
2016,8,59903,Candace Solar LLC,IPP,Candace Solar,NC,59499,PV1,5,Solar Photovoltaic,SUN,PV
2016,8,58519,Clean Energy Collective LLC,IPP,CPS 1,TX,60472,CPS1,1,Solar Photovoltaic,SUN,PV
2016,8,59938,"Cohen Farm Solar, LLC",IPP,"Cohen Farm Solar, LLC",NC,60146,FLS1,6.5,Solar Photovoltaic,SUN,PV
2016,8,56769,Consolidated Edison Development Inc.,IPP,"CED Westfield Solar, LLC",MA,60274,WFMA,2,Solar Photovoltaic,SUN,PV
2016,8,56769,Consolidated Edison Development Inc.,IPP,OCI Alamo 7 LLC,TX,59207,OCIA7,100,Solar Photovoltaic,SUN,PV
2016,8,57365,Consolidated Edison Solutions Inc,IPP,Future Generation Wind,MA,59622,FGMA,7.9,Onshore Wind Turbine,WND,WT
2016,8,4254,Consumers Energy Co,Electric Utility,Western Michigan Solar Gardens,MI,60117,1,1,Solar Photovoltaic,SUN,PV
2016,8,58468,Dominion Renewable Energy,IPP,"Escalante Solar I, LLC",UT,59387,ESCS1,80,Solar Photovoltaic,SUN,PV
2016,8,58468,Dominion Renewable Energy,IPP,"Escalante Solar II, LLC",UT,59388,ESCS2,80,Solar Photovoltaic,SUN,PV
2016,8,58468,Dominion Renewable Energy,IPP,"Escalante Solar III, LLC",UT,59389,ESCS3,80,Solar Photovoltaic,SUN,PV
2016,8,58468,Dominion Renewable Energy,IPP,Iron Springs Solar,UT,59941,ISS,80,Solar Photovoltaic,SUN,PV
2016,8,6455,"Duke Energy Florida, Inc",Electric Utility,Perry Solar Facility,FL,60071,XXXXX,5.1,Solar Photovoltaic,SUN,PV
2016,8,59745,First Solar Asset Management,IPP,"Rancho Seco Solar, LLC",CA,60226,GEN01,10.8,Solar Photovoltaic,SUN,PV
2016,8,60235,"ID Solar 1, LLC",IPP,ID Solar,ID,60445,INV1,40,Solar Photovoltaic,SUN,PV
2016,8,9324,Indiana Michigan Power Co,Electric Utility,OlivePV,IN,59854,OLPV1,5,Solar Photovoltaic,SUN,PV
2016,8,9324,Indiana Michigan Power Co,Electric Utility,Twin Branch PV,IN,59861,TBPV1,2.6,Solar Photovoltaic,SUN,PV
2016,8,59897,"LKL Goldfinch, LLC",IPP,Goldfinch,FL,60124,GFNCH,3,Solar Photovoltaic,SUN,PV
2016,8,60190,"MC1 Solar Farm, LLC",IPP,MC1 Solar,NC,60395,MC1PV,5,Solar Photovoltaic,SUN,PV
2016,8,60213,"Modlin Solar, LLC",IPP,Modlin Solar Farm,NC,60417,MSFPV,4.9,Solar Photovoltaic,SUN,PV
2016,8,9436,Mosaic Phosphates Co.,Industrial,Mosaic Phosphates Uncle Sam,LA,10198,GEN3,15,All Other,OTH,ST
2016,8,58489,OCI Solar Power,IPP,OCI Alamo Solar I,TX,58537,ASTRO,1,Batteries,MWH,BA
2016,8,58838,"Parrey, LLC",IPP,Henrietta Solar Project,CA,58975,PV1,100,Solar Photovoltaic,SUN,PV
2016,8,60191,"RE Barren Ridge 1, LLC",IPP,RE Barren Ridge 1,CA,60389,REBR1,60,Solar Photovoltaic,SUN,PV
2016,8,58968,RE Mustang LLC,IPP,RE Mustang LLC,CA,59150,PV1,100,Solar Photovoltaic,SUN,PV
2016,8,60280,"River Road Solar, LLC",IPP,"River Road Solar, LLC",NC,60487,PV1,5,Solar Photovoltaic,SUN,PV
2016,8,59662,"Riverside Fuel Cell, LLC",Commercial,Riverside RWQCP Fuel Cell,CA,59877,MB20,1.4,Other Waste Biomass,OBG,FC
2016,8,60209,"Roswell Solar, LLC",IPP,"Roswell Solar, LLC",NM,60406,RSPV,70,Solar Photovoltaic,SUN,PV
2016,8,57313,SolarCity Corporation,IPP,The Clorox Company,MD,60461,PV1,1.6,Solar Photovoltaic,SUN,PV
2016,8,59773,"SunE Solar XVI Lessor, LLC",IPP,SunE Rochester,CA,60032,RCHTR,1,Solar Photovoltaic,SUN,PV
2016,8,58661,"Sustainable Power Group, LLC",IPP,Antelope Big Sky Ranch,CA,60279,ABSR,20,Solar Photovoltaic,SUN,PV
2016,8,59963,"TWE New Bern Solar Project, LLC",IPP,"TWE New Bern Solar Project, LLC",NC,60191,FLS1,4,Solar Photovoltaic,SUN,PV
2016,8,59108,"WED Coventry Four, LLC",IPP,WED Coventry 4,RI,59306,WEDC4,1.5,Onshore Wind Turbine,WND,WT
2016,8,59117,"WED Coventry Six, LLC",IPP,WED Coventry 6,RI,59314,COV6,1.5,Onshore Wind Turbine,WND,WT
2016,8,59117,"WED Coventry Six, LLC",IPP,WED Coventry 6,RI,59314,COV6A,1.5,Onshore Wind Turbine,WND,WT
2016,8,59117,"WED Coventry Six, LLC",IPP,WED Coventry 6,RI,59314,COV6B,1.5,Onshore Wind Turbine,WND,WT
2016,8,59107,"WED Coventry Three, LLC",IPP,WED Coventry 3,RI,59305,WEDC3,1.5,Onshore Wind Turbine,WND,WT
2016,8,59106,"WED Coventry Two, LLC",IPP,WED Coventry 2,RI,59302,COV2,1.5,Onshore Wind Turbine,WND,WT
2016,8,59106,"WED Coventry Two, LLC",IPP,WED Coventry 2,RI,59302,COV2A,1.5,Onshore Wind Turbine,WND,WT
2016,8,59106,"WED Coventry Two, LLC",IPP,WED Coventry 2,RI,59302,COV2B,1.5,Onshore Wind Turbine,WND,WT
2016,8,60156,"White Farm Solar, LLC",IPP,"White Farm Solar, LLC",NC,60363,WFSPV,5.2,Solar Photovoltaic,SUN,PV
2016,9,59616,"63SU 8me, LLC",IPP,Springbok Solar Farm 2,CA,59840,SB2,155,Solar Photovoltaic,SUN,PV
2016,9,772,Archer Daniels Midland Co,Industrial,Archer Daniels Midland Cedar Rapids,IA,10864,GEN7,35,Natural Gas Fired Combustion Turbine,NG,GT
2016,9,59843,"Blythe Solar II, LLC",IPP,"Blythe Solar II, LLC",CA,60092,BLCK6,32,Solar Photovoltaic,SUN,PV
2016,9,58519,Clean Energy Collective LLC,IPP,Carver MA 1,MA,60442,CMA1,2,Solar Photovoltaic,SUN,PV
2016,9,58519,Clean Energy Collective LLC,IPP,Wareham MA 1,MA,60443,WMA1,2,Solar Photovoltaic,SUN,PV
2016,9,58519,Clean Energy Collective LLC,IPP,Westport MA 1,MA,60473,WPMA1,1.3,Solar Photovoltaic,SUN,PV
2016,9,58519,Clean Energy Collective LLC,IPP,Westport MA 2,MA,60476,WPMA2,1.2,Solar Photovoltaic,SUN,PV
2016,9,59429,Comanche LLC,IPP,Comanche Solar,CO,59656,COMCH,120,Solar Photovoltaic,SUN,PV
2016,9,59595,"Copper Mountain Solar 4, LLC",IPP,"Copper Mountain Solar 4, LLC",NV,59814,PV02,41.8,Solar Photovoltaic,SUN,PV
2016,9,58695,Coronal Development Services,IPP,"County Home Solar Center, LLC",NC,60199,CHSC1,2,Solar Photovoltaic,SUN,PV
2016,9,58695,Coronal Development Services,IPP,"Grove Solar Center, LLC",OR,60330,GSC1,6,Solar Photovoltaic,SUN,PV
2016,9,58695,Coronal Development Services,IPP,Mariposa Solar Center LLC,NC,59162,MSC 1,5,Solar Photovoltaic,SUN,PV
2016,9,58695,Coronal Development Services,IPP,"Open Range Solar Center, LLC",OR,60332,ORSC1,10,Solar Photovoltaic,SUN,PV
2016,9,58468,Dominion Renewable Energy,IPP,Granite Mountain Solar East,UT,59946,GMSE,80,Solar Photovoltaic,SUN,PV
2016,9,58468,Dominion Renewable Energy,IPP,Granite Mountain Solar West,UT,59945,GMSW,50.4,Solar Photovoltaic,SUN,PV
2016,9,5701,El Paso Electric Co,Electric Utility,Montana Power Station,TX,58562,GT-4,100,Natural Gas Fired Combustion Turbine,NG,GT
2016,9,59258,"Five Points Solar Park, LLC",IPP,Five Points Solar Park,CA,59523,FRFSP,60,Solar Photovoltaic,SUN,PV
2016,9,60158,"Flint Hill Solar, LLC",IPP,"Flint Hill Solar, LLC",NC,60370,FHSPV,5.2,Solar Photovoltaic,SUN,PV
2016,9,57104,Golden Springs Development Company LLC,IPP,Building G,CA,60153,BLDGG,1.2,Solar Photovoltaic,SUN,PV
2016,9,57104,Golden Springs Development Company LLC,IPP,Dulles,CA,60182,DULLE,2,Solar Photovoltaic,SUN,PV
2016,9,60215,"Hardison Farm Solar, LLC",IPP,"Hardison Farm Solar, LLC",NC,60415,HFSPV,5.2,Solar Photovoltaic,SUN,PV
2016,9,9267,"Hoosier Energy R E C, Inc",Electric Utility,Henryville Solar RES,IN,59986,PV1,1.1,Solar Photovoltaic,SUN,PV
2016,9,9267,"Hoosier Energy R E C, Inc",Electric Utility,New Haven Solar RES,IN,59983,PV1,1.1,Solar Photovoltaic,SUN,PV
2016,9,9234,Indiana Municipal Power Agency,Electric Utility,IMPA Huntingburg Solar Park,IN,60251,SHUNT,2,Solar Photovoltaic,SUN,PV
2016,9,9234,Indiana Municipal Power Agency,Electric Utility,IMPA Washington Solar Park,IN,60252,SWASH,4,Solar Photovoltaic,SUN,PV
2016,9,59245,Lanier Solar,IPP,Lanier Solar,NC,59486,LANIE,4.9,Solar Photovoltaic,SUN,PV
2016,9,60214,"Maxton Solar, LLC",IPP,"Maxton Solar, LLC",NC,60416,MSPV,4.9,Solar Photovoltaic,SUN,PV
2016,9,12341,MidAmerican Energy Co,Electric Utility,Ida Grove Wind,IA,60342,IGWF,28.6,Onshore Wind Turbine,WND,WT
2016,9,12341,MidAmerican Energy Co,Electric Utility,O'Brien Wind,IA,60326,OBWF,61.9,Onshore Wind Turbine,WND,WT
2016,9,56990,NJR Clean Energy Ventures Corporation,IPP,Bernards Solar,NJ,60437,BERNS,2.9,Solar Photovoltaic,SUN,PV
2016,9,60185,"Nicolis, LLC",IPP,Nicolis Solar PV Plant,CA,59600,GEN1,19,Solar Photovoltaic,SUN,PV
2016,9,15500,Puget Sound Energy Inc,Electric Utility,Glacier Battery Storage,WA,60444,GLA,2,Batteries,MWH,BA
2016,9,59790,"River Bend Solar, LLC",IPP,"River Bend Solar, LLC",AL,60058,RVRBN,75,Solar Photovoltaic,SUN,PV
2016,9,60263,"SR Skylark B, LLC",IPP,SR Skylark B,CO,60497,SKY B,2,Solar Photovoltaic,SUN,PV
2016,9,59605,South Louisburg Solar LLC,IPP,South Louisburg Solar,NC,59825,5MWPV,5,Solar Photovoltaic,SUN,PV
2016,9,60045,"Stainback Solar Farm, LLC",IPP,Stainback Solar Farm,NC,60257,INV1,5,Solar Photovoltaic,SUN,PV
2016,9,60216,"Sullivan Solar, LLC",IPP,"Sullivan Solar, LLC",IN,60410,SULPV,5.2,Solar Photovoltaic,SUN,PV
2016,9,60184,"Tropico, LLC",IPP,Tropico Solar PV Plant,CA,59599,GEN1,13,Solar Photovoltaic,SUN,PV
2016,9,60142,"Wortham Solar Farm, LLC",IPP,Wortham Solar Farm,NC,60361,INV1,5,Solar Photovoltaic,SUN,PV
2016,10,60242,"Athens Energy, LLC",IPP,Athens Energy,ME,60457,1,7,Wood/Wood Waste Biomass,WDS,OT
2016,10,57421,BayWa r.e Wind LLC,IPP,Chopin Wind LLC,OR,59076,WT1,10,Onshore Wind Turbine,WND,WT
2016,10,60143,Bison Solar LLC,IPP,Bison Solar LLC,CO,60351,BSPV1,30,Solar Photovoltaic,SUN,PV
2016,10,59843,"Blythe Solar II, LLC",IPP,"Blythe Solar II, LLC",CA,60092,BLCK7,32.1,Solar Photovoltaic,SUN,PV
2016,10,60208,Chaves Solar LLC,IPP,"Chaves Solar, LLC",NM,60405,CSPV,70,Solar Photovoltaic,SUN,PV
2016,10,60094,"Clinton Battery Utility, LLC",IPP,Clinton Battery,OH,60297,1,10,Batteries,MWH,BA
2016,10,59595,"Copper Mountain Solar 4, LLC",IPP,"Copper Mountain Solar 4, LLC",NV,59814,PV01,51.8,Solar Photovoltaic,SUN,PV
2016,10,4329,"Copper Valley Elec Assn, Inc",Electric Utility,Allison Creek Hydro,AK,58982,GEN1,6.5,Conventional Hydroelectric,WAT,HY
2016,10,58695,Coronal Development Services,IPP,"Hyline Solar Center, LLC",OR,60331,HSC1,9,Solar Photovoltaic,SUN,PV
2016,10,60293,"DG Colorado Solar, LLC",IPP,Clear Spring Ranch PV Project,CO,60511,PV1,10,Solar Photovoltaic,SUN,PV
2016,10,58468,Dominion Renewable Energy,IPP,"Eastern Shore Solar, LLC",VA,60127,PV1,80,Solar Photovoltaic,SUN,PV
2016,10,58135,Ecos Energy LLC,IPP,Munro Valley Solar,CA,60412,MUN,4,Solar Photovoltaic,SUN,PV
2016,10,7140,Georgia Power Co,Electric Utility,Fort Gordon Solar Facility,GA,59863,1,30,Solar Photovoltaic,SUN,PV
2016,10,7140,Georgia Power Co,Electric Utility,Fort Stewart Solar Facility,GA,59865,1,30,Solar Photovoltaic,SUN,PV
2016,10,57104,Golden Springs Development Company LLC,IPP,Freeway Springs,CA,60183,FSPRI,2,Solar Photovoltaic,SUN,PV
2016,10,60279,"Greenfield Wind, LLC",IPP,Greenfield Wind - MT,MT,60486,1,25,Onshore Wind Turbine,WND,WT
