Year,Month,Entity ID,Entity Name,Plant Producer Type,Plant Name,Plant State,Plant ID,Generator ID,"
Net Summer Capacity (MW)",Technology,Energy Source Code,Prime Mover Code,Status,"
Nameplate Capacity (MW)"
2017,4,49893,Invenergy Services LLC,IPP,Shoreham Solar Commons,NY,60045,GEN1,24.9,Solar Photovoltaic,SUN,PV,"(U) Under construction, less than or equal to 50 percent complete",24.9
2017,4,59680,Lillington Solar LLC,IPP,Lillington Solar,NC,59921,5MWPV,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,17650,Southern Power Co,IPP,Lamesa Solar,TX,60372,LSPV1,100,Solar Photovoltaic,SUN,PV,"(U) Under construction, less than or equal to 50 percent complete",100
2017,4,58658,Sunlight Partners,IPP,Alexis Solar,NC,60139,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Anna Solar,NC,60176,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Blue Bird Solar,NC,60177,PV1,4,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,4
2017,4,58658,Sunlight Partners,IPP,Bonnie Solar,NC,60175,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Brooke Solar,NC,60140,PV1,4.5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,4.5
2017,4,58658,Sunlight Partners,IPP,Cardinal Solar,NC,60174,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Carter Solar,NC,60167,PV1,5,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Cash Solar,NC,60178,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Christina Solar,NC,60172,PV1,3,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,3
2017,4,58658,Sunlight Partners,IPP,Clayton Solar,NC,60171,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Daystar Solar,NC,60179,PV1,5,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Eagle Solar,NC,60161,PV1,4,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,4
2017,4,58658,Sunlight Partners,IPP,Grove Solar,NC,60181,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Hawk Solar,NC,60163,PV1,5,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Heedeh Solar,NC,60157,PV1,4,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,4
2017,4,58658,Sunlight Partners,IPP,Higgins Solar,NC,60166,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Icarus Solar,NC,60169,PV1,3,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,3
2017,4,58658,Sunlight Partners,IPP,Iga Solar,NC,60170,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Izia Solar,NC,60141,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Jordan Solar,NC,60164,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,June Solar,NC,60158,PV1,2,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,2
2017,4,58658,Sunlight Partners,IPP,Kathleen Solar,NC,60180,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Longleaf Solar,NC,60173,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Robin Solar,NC,60165,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Roman Solar,NC,60159,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Sadie Solar,NC,60168,PV1,5,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Shelter Solar,NC,60156,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Signature Solar,NC,60155,PV1,5,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Tate Solar,NC,60160,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58658,Sunlight Partners,IPP,Wilfork Solar,NC,60162,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,4,58661,"Sustainable Power Group, LLC",IPP,Aspiration G,CA,59737,ASPRG,9,Solar Photovoltaic,SUN,PV,"(U) Under construction, less than or equal to 50 percent complete",9
2017,4,58661,"Sustainable Power Group, LLC",IPP,Hecate Energy Beacon Solar 1,CA,59315,BEAC1,56,Solar Photovoltaic,SUN,PV,"(V) Under construction, more than 50 percent complete",56
2017,5,40577,"American Mun Power-Ohio, Inc",Electric Utility,Smithland Hydroelectric Plant,KY,57400,SG3,25.3,Conventional Hydroelectric,WAT,HY,"(V) Under construction, more than 50 percent complete",25.3
2017,5,59474,BQ Energy LLC,IPP,Kings Park Solar I,NY,59880,KIPS1,2,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,2
2017,5,59474,BQ Energy LLC,IPP,Kings Park Solar II,NY,59881,KIPS2,2,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,2
2017,5,59007,Clipperton Holdings LLC,IPP,Clipperton Holdings,NC,59213,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,5,58970,"Ecoplexus, Inc",IPP,Flat Meeks PV 1,NC,59514,FLAT1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,5,6035,Exelon Power,IPP,Wolf Hollow II,TX,59812,CGT4,307.2,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",360
2017,5,6035,Exelon Power,IPP,Wolf Hollow II,TX,59812,CGT5,307.2,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",360
2017,5,6035,Exelon Power,IPP,Wolf Hollow II,TX,59812,STG6,454.9,Natural Gas Fired Combined Cycle,NG,CA,"(V) Under construction, more than 50 percent complete",511.2
2017,5,59745,First Solar Asset Management,IPP,Playa Solar 2,NV,60261,GEN1,100,Solar Photovoltaic,SUN,PV,"(U) Under construction, less than or equal to 50 percent complete",100
2017,5,59155,"First Wind O&M, LLC",IPP,Mililani South PV,HI,58281,1,14.7,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,14.7
2017,5,60252,"Friendswood Energy Genco, LLC",IPP,Friendswood Energy,TX,60468,GT-1,117,Natural Gas Fired Combustion Turbine,NG,GT,"(U) Under construction, less than or equal to 50 percent complete",121.5
2017,5,59446,"Innovative Solar 55, LLC",IPP,Innovative Solar 55,NC,59676,IS044,6.5,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,6.5
2017,5,59898,"Kawailoa Solar, LLC",IPP,Kawailoa Solar,HI,60125,KAWS,49,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,49
2017,5,60098,"MS Solar 2, LLC",IPP,Sumrall I Solar Farm,MS,60306,SUM1,52,Solar Photovoltaic,SUN,PV,"(U) Under construction, less than or equal to 50 percent complete",52
2017,5,12258,Medical Area Total Egy Plt Inc,Commercial,Medical Area Total Energy Plant,MA,10883,CT3,12.8,Natural Gas Fired Combustion Turbine,NG,GT,"(V) Under construction, more than 50 percent complete",13.8
2017,5,40229,Old Dominion Electric Coop,Electric Utility,Wildcat Point Generation Facility,MD,59220,CT1,310.3,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",310.3
2017,5,40229,Old Dominion Electric Coop,Electric Utility,Wildcat Point Generation Facility,MD,59220,CT2,310.3,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",310.3
2017,5,40229,Old Dominion Electric Coop,Electric Utility,Wildcat Point Generation Facility,MD,59220,ST1,493,Natural Gas Fired Combined Cycle,NG,CA,"(V) Under construction, more than 50 percent complete",493
2017,5,60246,"Sunray Energy 2, LLC",IPP,Sunray 2,CA,10437,SUN2,20,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,20
2017,5,60247,Sunray Energy 3 LLC,IPP,Sunray 3,CA,10438,SUN3,13.8,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,13.8
2017,5,58661,"Sustainable Power Group, LLC",IPP,Central Antelope Dry Ranch B LLC,CA,60281,CADRB,3,Solar Photovoltaic,SUN,PV,"(U) Under construction, less than or equal to 50 percent complete",3
2017,5,24211,Tucson Electric Power Co,Electric Utility,UASTP II,AZ,57717,UABA,10,Batteries,MWH,BA,"(U) Under construction, less than or equal to 50 percent complete",10
2017,5,59764,"Waipio PV, LLC",IPP,Waipio Solar,HI,60024,WPO,45.9,Solar Photovoltaic,SUN,PV,"(U) Under construction, less than or equal to 50 percent complete",45.9
2017,6,60248,Agilon Energy LLC,IPP,Chamon Power LLC,TX,60460,CH1,43,Natural Gas Fired Combustion Turbine,NG,GT,(L) Regulatory approvals pending. Not under construction,50
2017,6,60248,Agilon Energy LLC,IPP,Chamon Power LLC,TX,60460,CH2,43,Natural Gas Fired Combustion Turbine,NG,GT,(L) Regulatory approvals pending. Not under construction,50
2017,6,60248,Agilon Energy LLC,IPP,Port Comfort Power LLC,TX,60459,PC1,43,Natural Gas Fired Combustion Turbine,NG,GT,(L) Regulatory approvals pending. Not under construction,50
2017,6,60248,Agilon Energy LLC,IPP,Port Comfort Power LLC,TX,60459,PC2,43,Natural Gas Fired Combustion Turbine,NG,GT,(L) Regulatory approvals pending. Not under construction,50
2017,6,60130,"Albany Green Energy, LLC",Electric CHP,Albany Green Energy,GA,60340,1,42,Wood/Wood Waste Biomass,WDS,ST,"(V) Under construction, more than 50 percent complete",50
2017,6,58680,"Ayrshire Holdings, LLC",IPP,Ayrshire,NC,58792,PV1,19.4,Solar Photovoltaic,SUN,PV,"(V) Under construction, more than 50 percent complete",19.4
2017,6,59365,Capital Power Corporation,IPP,CP Bloom Wind LLC,KS,59888,GEN,178.2,Onshore Wind Turbine,WND,WT,"(U) Under construction, less than or equal to 50 percent complete",178.2
2017,6,60075,"Climax Solar, LLC",IPP,Climax Solar,NC,60286,PV1,4.9,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",5
2017,6,56769,Consolidated Edison Development Inc.,IPP,Blackwell Solar Park,CA,59524,FRBSP,20,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,20
2017,6,60076,"Crawford Solar, LLC",IPP,Crawford Solar,NC,60294,PV1,4.9,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",5
2017,6,60077,"Crimson Solar, LLC",IPP,Crimson Solar,NC,60295,PV1,4.9,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",5
2017,6,5701,El Paso Electric Co,Electric Utility,Holloman Solar Facility,NM,60301,HPV1,5,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,5
2017,6,5701,El Paso Electric Co,Electric Utility,Montana Solar Facility,TX,60300,IMPV1,3,Solar Photovoltaic,SUN,PV,"(U) Under construction, less than or equal to 50 percent complete",3
2017,6,6035,Exelon Power,IPP,Colorado Bend II,TX,60122,CT7,313.2,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",360.9
2017,6,6035,Exelon Power,IPP,Colorado Bend II,TX,60122,CT8,313.2,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",360.9
2017,6,6035,Exelon Power,IPP,Colorado Bend II,TX,60122,STG9,461.4,Natural Gas Fired Combined Cycle,NG,CA,"(V) Under construction, more than 50 percent complete",508.5
2017,6,59745,First Solar Asset Management,IPP,"CA Flats Solar 130, LLC",CA,60033,GEN01,130,Solar Photovoltaic,SUN,PV,"(V) Under construction, more than 50 percent complete",130
2017,6,56625,Flat Water Wind Farm LLC,IPP,Flat Water Wind Farm LLC,NE,57283,WTG2,10.5,Onshore Wind Turbine,WND,WT,"(P) Planned for installation, but regulatory approvals not initiated",10.5
2017,6,7490,Grand River Dam Authority,Electric Utility,GREC,OK,165,3CT,324.6,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",365.5
2017,6,7490,Grand River Dam Authority,Electric Utility,GREC,OK,165,3ST,191.8,Natural Gas Fired Combined Cycle,NG,CA,"(V) Under construction, more than 50 percent complete",204
2017,6,60040,Hale Wind Energy,IPP,Hale Community Wind Farm,TX,59247,HALE1,478,Onshore Wind Turbine,WND,WT,(T) Regulatory approvals received. Not under construction,478
2017,6,11664,Mark Technologies Corp,IPP,Alta Mesa Project Phase IV,CA,55352,GEN1,40,Onshore Wind Turbine,WND,WT,"(U) Under construction, less than or equal to 50 percent complete",40
2017,6,59099,"New Dimension Energy Company, LLC",IPP,Westwind Trust,CA,54258,WTGS,15.6,Onshore Wind Turbine,WND,WT,"(P) Planned for installation, but regulatory approvals not initiated",15.6
2017,6,58477,"O2energies, Inc.",IPP,Five Forks Solar,NC,59951,5FRK,20,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",20
2017,6,59534,Oregon Clean Energy Center,IPP,Oregon Clean Energy Center,OH,59764,CTG11,256.5,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",328
2017,6,59534,Oregon Clean Energy Center,IPP,Oregon Clean Energy Center,OH,59764,CTG12,256.5,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",328
2017,6,59534,Oregon Clean Energy Center,IPP,Oregon Clean Energy Center,OH,59764,STG10,334.6,Natural Gas Fired Combined Cycle,NG,CA,"(V) Under construction, more than 50 percent complete",404
2017,6,60070,Organ Church Solar,IPP,Organ Church Solar,NC,60284,PV1,4.9,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",5
2017,6,57313,SolarCity Corporation,IPP,"BJ's Wholesale Club, Inc- Uxbridge",MA,60116,PV1,1,Solar Photovoltaic,SUN,PV,"(TS) Construction complete, but not yet in commercial operation",1
2017,6,59696,Soluga Farms IV,IPP,Soluga Farms IV,NC,59934,SFIV,4.9,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,4.9
2017,6,60073,"St. Matthews Solar, LLC",IPP,St. Matthews Solar,SC,60293,PV1,4.9,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",5
2017,6,59840,Wallace Solar 2 LLC,IPP,Wallace Solar 2,NC,60090,2MWPV,1.9,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,1.9
2017,6,60192,"Warbler Holdings, LLC",IPP,Warbler Holdings,NC,60393,PV1,4,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,4
2017,6,60079,"Whiteville Solar 2, LLC",IPP,Whiteville Solar 2,NC,60292,PV1,4.9,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",5
2017,6,59731,Windham Solar LLC,IPP,Lebanon Solar 1,CT,59991,LEB1,2,Solar Photovoltaic,SUN,PV,"(V) Under construction, more than 50 percent complete",2
2017,6,59731,Windham Solar LLC,IPP,Lebanon Solar 2,CT,59992,LEB2,2,Solar Photovoltaic,SUN,PV,"(V) Under construction, more than 50 percent complete",2
2017,7,60078,"Bladen Solar Farm, LLC",IPP,Bladen Solar Farm,NC,60296,PV1,4.9,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,5
2017,7,59362,Jericho Rise Wind Farm LLC,IPP,Jericho Rise Wind Farm LLC,NY,59629,GEN1,77.7,Onshore Wind Turbine,WND,WT,"(V) Under construction, more than 50 percent complete",77.7
2017,7,59342,"Maricopa West Solar PV 2, LLC",IPP,Maricopa West Solar 2,CA,59608,MWS2,20,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,20
2017,7,14624,PUD No 2 of Grant County,Electric Utility,Wanapum,WA,3888,3A,122,Conventional Hydroelectric,WAT,HY,"(P) Planned for installation, but regulatory approvals not initiated",122
2017,7,60193,"Tamworth Holdings, LLC",IPP,Tamworth Holdings,NC,60394,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,8,60112,"97WI 8ME, LLC",IPP,Midway Solar Farm III,CA,60315,MSF3,20,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,20
2017,8,60042,Fluvanna Wind Energy LLC,IPP,Fluvanna,TX,59245,FLUV1,155.4,Onshore Wind Turbine,WND,WT,"(U) Under construction, less than or equal to 50 percent complete",155.4
2017,8,58849,Mariah del Este LLC,IPP,Mariah East,TX,59006,MARN,230.4,Onshore Wind Turbine,WND,WT,"(U) Under construction, less than or equal to 50 percent complete",230.4
2017,8,56987,RRE Austin Solar LLC,IPP,Pflugerville Solar Farm,TX,57659,PSF,120,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",120
2017,8,57313,SolarCity Corporation,IPP,Broome County,NY,60507,NORTH,2,Solar Photovoltaic,SUN,PV,"(V) Under construction, more than 50 percent complete",2
2017,8,57313,SolarCity Corporation,IPP,Broome County,NY,60507,SOUTH,2,Solar Photovoltaic,SUN,PV,"(V) Under construction, more than 50 percent complete",2
2017,8,60154,White Street Renewables LLC,IPP,White Street Renewables,NC,60364,WSLFG,1.6,Landfill Gas,LFG,IC,(T) Regulatory approvals received. Not under construction,1.6
2017,8,60154,White Street Renewables LLC,IPP,White Street Renewables,NC,60364,WSPV,3.4,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,3.4
2017,9,60292,"Advanced Solar Power Holdings, Inc",IPP,Two Mile Desert Project,NC,60510,PV1,16.2,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,16.2
2017,9,15399,Avangrid Renewables Inc,IPP,Tule Wind LLC,CA,57913,1,143,Onshore Wind Turbine,WND,WT,"(U) Under construction, less than or equal to 50 percent complete",143
2017,9,6175,City of Falls City - (NE),Electric Utility,Falls City,NE,2237,9,9.3,Natural Gas Internal Combustion Engine,NG,IC,(T) Regulatory approvals received. Not under construction,9.3
2017,9,59745,First Solar Asset Management,IPP,Playa Solar,NV,59827,GEN01,79,Solar Photovoltaic,SUN,PV,"(U) Under construction, less than or equal to 50 percent complete",79
2017,9,60099,"MS Solar 3, LLC",IPP,Sumrall II Solar Farm,MS,60303,SUM2,52,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,52
2017,9,59109,"SUNE BEACON SITE 2, LLC",IPP,Beacon Solar Plant Site 2,CA,59309,BEAC2,45,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,45
2017,9,59110,"SUNE BEACON SITE 5, LLC",IPP,Beacon Solar Plant Site 5,CA,59308,BEAC5,36,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,36
2017,10,56608,Calpine Mid-Merit LLC,IPP,York Energy Center,PA,55524,CTG5,216.3,Natural Gas Fired Combined Cycle,NG,CT,"(U) Under construction, less than or equal to 50 percent complete",234.9
2017,10,56608,Calpine Mid-Merit LLC,IPP,York Energy Center,PA,55524,CTG6,216.3,Natural Gas Fired Combined Cycle,NG,CT,"(U) Under construction, less than or equal to 50 percent complete",234.9
2017,10,56608,Calpine Mid-Merit LLC,IPP,York Energy Center,PA,55524,STG2,395.1,Natural Gas Fired Combined Cycle,NG,CA,"(U) Under construction, less than or equal to 50 percent complete",419.6
2017,10,60096,Calvert Energy LLC,IPP,"Pine Valley Solar Farm, LLC",NC,60298,PV1,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,10,58695,Coronal Development Services,IPP,Fusion Solar Center LLC,CT,58876,PV,20,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,20
2017,10,59633,Great Bay Solar I LLC,IPP,Great Bay Solar 1,MD,59851,GBS01,57,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",150
2017,10,9267,"Hoosier Energy R E C, Inc",Electric Utility,Decatur Co. Solar RES (IN),IN,59988,PV1,1.1,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,1.1
2017,10,9267,"Hoosier Energy R E C, Inc",Electric Utility,Jackson Co. Solar RES,IN,59989,PV1,1.1,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,1.1
2017,10,9267,"Hoosier Energy R E C, Inc",Electric Utility,Spring Mill Solar RES,IN,59987,PV1,1.1,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,1.1
2017,10,59669,Louisburg Solar LLC,IPP,Louisburg Solar,NC,59895,5MWPV,5,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,5
2017,10,58850,Mariah del Sur LLC,IPP,Mariah South,TX,59007,MAR S,230.4,Onshore Wind Turbine,WND,WT,"(U) Under construction, less than or equal to 50 percent complete",230.4
2017,10,58653,Oxbow Creek Energy LLC,IPP,Oxbow Creek,PA,58714,GEN1,4.2,Natural Gas Internal Combustion Engine,NG,IC,(T) Regulatory approvals received. Not under construction,4.4
2017,10,58653,Oxbow Creek Energy LLC,IPP,Oxbow Creek,PA,58714,GEN2,4.2,Natural Gas Internal Combustion Engine,NG,IC,(T) Regulatory approvals received. Not under construction,4.4
2017,10,58653,Oxbow Creek Energy LLC,IPP,Oxbow Creek,PA,58714,GEN3,4.2,Natural Gas Internal Combustion Engine,NG,IC,(T) Regulatory approvals received. Not under construction,4.4
2017,10,58653,Oxbow Creek Energy LLC,IPP,Oxbow Creek,PA,58714,GEN4,4.2,Natural Gas Internal Combustion Engine,NG,IC,(T) Regulatory approvals received. Not under construction,4.4
2017,10,58653,Oxbow Creek Energy LLC,IPP,Oxbow Creek,PA,58714,GEN5,4.2,Natural Gas Internal Combustion Engine,NG,IC,(T) Regulatory approvals received. Not under construction,4.4
2017,10,40580,Southern Minnesota Mun P Agny,Electric Utility,Owatonna Energy Station,MN,60254,UNIT1,9.7,Natural Gas Internal Combustion Engine,NG,IC,"(U) Under construction, less than or equal to 50 percent complete",9.7
2017,10,40580,Southern Minnesota Mun P Agny,Electric Utility,Owatonna Energy Station,MN,60254,UNIT2,9.7,Natural Gas Internal Combustion Engine,NG,IC,"(U) Under construction, less than or equal to 50 percent complete",9.7
2017,10,40580,Southern Minnesota Mun P Agny,Electric Utility,Owatonna Energy Station,MN,60254,UNIT3,9.7,Natural Gas Internal Combustion Engine,NG,IC,"(U) Under construction, less than or equal to 50 percent complete",9.7
2017,10,40580,Southern Minnesota Mun P Agny,Electric Utility,Owatonna Energy Station,MN,60254,UNIT4,9.7,Natural Gas Internal Combustion Engine,NG,IC,"(U) Under construction, less than or equal to 50 percent complete",9.7
2017,10,59056,"Tri Global Energy, LLC",IPP,Fiber Winds,TX,59244,FIBE1,80,Onshore Wind Turbine,WND,WT,(T) Regulatory approvals received. Not under construction,80
2017,10,59056,"Tri Global Energy, LLC",IPP,Goodnight,TX,59246,GOOD1,500,Onshore Wind Turbine,WND,WT,"(U) Under construction, less than or equal to 50 percent complete",500
2017,10,19876,Virginia Electric & Power Co,Electric Utility,Remington Solar Facility,VA,59685,1,20,Solar Photovoltaic,SUN,PV,(L) Regulatory approvals pending. Not under construction,20
2017,10,57028,West Butte Wind Power LLC,IPP,West Butte Wind Power Project,OR,57704,WB-1,104.5,Onshore Wind Turbine,WND,WT,(L) Regulatory approvals pending. Not under construction,104.5
2017,11,803,Arizona Public Service Co,Electric Utility,Ocotillo,AZ,116,GT3,104.7,Natural Gas Fired Combustion Turbine,NG,GT,"(P) Planned for installation, but regulatory approvals not initiated",161.9
2017,11,60420,"BentonSun, LLC",IPP,"North Slope, LLC",NY,60420,NSPV,200,Onshore Wind Turbine,WND,WT,(L) Regulatory approvals pending. Not under construction,200
2017,11,5416,"Duke Energy Carolinas, LLC",Electric Utility,W S Lee,SC,3264,CT11,230,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",243
2017,11,5416,"Duke Energy Carolinas, LLC",Electric Utility,W S Lee,SC,3264,CT12,230,Natural Gas Fired Combined Cycle,NG,CT,"(V) Under construction, more than 50 percent complete",243
2017,11,5416,"Duke Energy Carolinas, LLC",Electric Utility,W S Lee,SC,3264,ST10,293,Natural Gas Fired Combined Cycle,NG,CA,"(V) Under construction, more than 50 percent complete",362
2017,12,60074,"Ajax Solar, LLC",IPP,Ajax Solar,NC,60288,PV1,4.9,Solar Photovoltaic,SUN,PV,"(P) Planned for installation, but regulatory approvals not initiated",5
2017,12,58794,American Wind Energy Management Corp.,IPP,Sangamon Wind One LLC,IL,58925,SAN1,30,Onshore Wind Turbine,WND,WT,"(P) Planned for installation, but regulatory approvals not initiated",30
2017,12,58794,American Wind Energy Management Corp.,IPP,Sugar Creek Wind One LLC,IL,58924,SUG1,175,Onshore Wind Turbine,WND,WT,(T) Regulatory approvals received. Not under construction,175
2017,12,59192,"Amity Energy, LLC",IPP,Amity Energy LLC,PA,59418,1,6.8,Natural Gas Internal Combustion Engine,NG,IC,(L) Regulatory approvals pending. Not under construction,7
2017,12,59192,"Amity Energy, LLC",IPP,Amity Energy LLC,PA,59418,2,6.8,Natural Gas Internal Combustion Engine,NG,IC,(L) Regulatory approvals pending. Not under construction,7
2017,12,59192,"Amity Energy, LLC",IPP,Amity Energy LLC,PA,59418,3,6.8,Natural Gas Internal Combustion Engine,NG,IC,(L) Regulatory approvals pending. Not under construction,7
2017,12,59714,Antrim Wind Energy LLC,IPP,Antrim Wind,NH,59953,AWND1,28.4,Onshore Wind Turbine,WND,WT,"(P) Planned for installation, but regulatory approvals not initiated",28.8
2017,12,803,Arizona Public Service Co,Electric Utility,Ocotillo,AZ,116,GT4,104.7,Natural Gas Fired Combustion Turbine,NG,GT,"(P) Planned for installation, but regulatory approvals not initiated",161.9
2017,12,57003,Arlington Valley Solar Energy LLC,IPP,Arlington Valley Solar Energy I,AZ,57679,AVSE1,125,Solar Photovoltaic,SUN,PV,(T) Regulatory approvals received. Not under construction,127
2017,12,15399,Avangrid Renewables Inc,IPP,El Cabo Wind,NM,58098,1,298,Onshore Wind Turbine,WND,WT,"(U) Under construction, less than or equal to 50 percent complete",298
